condition,split,optimizer_step,action_chunk_length,average_executed_actions_per_policy_call,controlled_environment_steps,environment_steps,episode_index,episode_rng_seed,evaluation_fingerprint,first_observation_sha256,inference_fingerprint,initial_state_index,initial_state_sha256,mode,native_prediction_horizon,policy_call_control_steps,policy_calls,policy_calls_per_controlled_step,prediction_horizon,replan_steps,seed,settling_steps,success,task_description,task_id,task_suite,video_path,wall_clock_seconds
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.5,234,244,8,180518115,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,3ce99c93b046d62156006e491baea0a108cbda55034ae999e9b78c0f670cbdba,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,299a158ad84ef9f24f05515886168207dfc774964ccb05103623d4469a73e8df,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220]",12,0.05128205128205128,50,20,27,10,True,put the black bowl in the bottom drawer of the cabinet and close it,3,libero_10,videos/smoke/libero_10/seed_27/H_20/task_03_episode_008_success.mp4,37.24200737196952
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.666666666666668,236,246,9,3483252958,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,9833232c0d2187c7003fc570216382edb6522227667301807378776e640d40a1,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,3546a781ca29eee99be8d91b90dbfee886b9dcfc848383f6137d11d9db2e4e9e,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220]",12,0.05084745762711865,50,20,27,10,True,put the black bowl in the bottom drawer of the cabinet and close it,3,libero_10,videos/smoke/libero_10/seed_27/H_20/task_03_episode_009_success.mp4,38.19035694934428
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.0,247,257,0,2617518775,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,c1e9cb55c0943f5ac5f31c044df67e05943a87e32b4563fdbba9e13d5e35e2e6,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,30,9cabd93fa3f38a169948aa35aee80d77652180b15df663b23c9beb3f9a6638b3,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.05263157894736842,50,20,27,10,True,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_000_success.mp4,28.845186941325665
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,1,1762953906,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,69fdad1ecfae0a5d2b66f82fb31820ef0657ec8f69b6ed4b67fd0c1d8ac98ad7,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,31,a2dd381786cfc57f78ce3bc8328bf3f59badede5bd1ce5a09eb10b08ef121946,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_001_failure.mp4,55.12555315718055
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.666666666666668,236,246,2,3448888560,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,f5cd4ff70d6e7f5ffcccb63d282b23d6d34fc35af5943be8f8e0cff7a4c282cb,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,32,fb9a0c28a7f00cadc79ea609852f1096d0903647db3be31ee2d370eea0b7617d,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220]",12,0.05084745762711865,50,20,27,10,True,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_002_success.mp4,27.728869966231287
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.76923076923077,257,267,3,4154148465,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,b660071cf37f148ea6d20aa1a6bc254b8d61cf3246e931c50fd3501c4497e46d,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,33,c0ff444e1794384a8c40bae133656c04b43fdfe1a9794a0efdcf43e00f8371d2,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.05058365758754864,50,20,27,10,True,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_003_success.mp4,29.836376964114606
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,4,379868144,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,92a38bcb820e5fa21a6be48fcdda7e5f1b0bf488611f084ec9ef9b97d4247274,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,34,ac58d3a07536dce949261054e5eb123c67781962742b063d39a5496629004d0f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_004_failure.mp4,54.75808007083833
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.53846153846154,241,251,5,1202889077,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,6e15388fd49a3a6a81babe38c417de1310cfdf67f4f382ececfbebc85936b3f6,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,35,8e76adf21e17924868d52561761b530ffa801f0f8437f794b92930d243679e3d,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.05394190871369295,50,20,27,10,True,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_005_success.mp4,28.373149627819657
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,6,2340091929,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,e8912cd91d3b599a43e54b220ba1e76bd8df57965347e7043a77d8e2e4465b91,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,36,6df1188e48c3b632f4f99de80b2fe6b0686bef6518e94aad31c0eab9c3102bec,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_006_failure.mp4,55.017060426063836
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,260,270,7,2943539988,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,281ec4f9e7b924e64c172b0f512476f5239ecf8421a3d3eb593188df8b50f07f,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,37,7cb147ff35e21075dd5327651d8801a136ce3c0cc9c72f40d3ca2ccbeb13c4a1,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.05,50,20,27,10,True,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_007_success.mp4,29.96372860111296
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.857142857142858,278,288,8,49340740,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,a5cd3aac55031a97cb0c3f6db763f6e08fa447626708adc57d2b3a449b63db99,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,0fbb059759f0e93f6931962464ee93d64844f47e5339dbe33a9e2cab1bef7c25,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.050359712230215826,50,20,27,10,True,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_008_success.mp4,32.520064941607416
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,9,1933219322,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,402e03ad5ded2977cdc34cf1199fdfb8dfbc3551907c18ede1704849a57a4d76,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,79f87021169f3d2ae4a585159c1956f8d0dbd5aeded6d2b39dc7dcfac1a5514f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the left plate and put the yellow and white mug on the right plate,4,libero_10,videos/smoke/libero_10/seed_27/H_20/task_04_episode_009_failure.mp4,55.47826259583235
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.4,194,204,0,1221493216,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,7aaae5d31d7edea2d226ae4ef0546e69d8533cf6f2b0516b10fc3471cc672917,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,30,4491acebd5dea3068f362e25df266acd8c84f9ce8f9f258c80ab3b524b854b0c,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]",10,0.05154639175257732,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_000_success.mp4,28.145162327215075
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.4,194,204,1,1448805328,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,fe74b5b414c9a3365a5a218ce653d0821b2f94e92888de25e219c59ab8e46f37,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,31,75b1ca6183cc1a2604f71e7e8ae20a7bfe91969e929f02e11444b30f4558c14f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]",10,0.05154639175257732,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_001_success.mp4,26.864049561321735
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.727272727272727,217,227,2,772005693,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,ebc4b1016b1af6411f06fa9192e622deba268d589f443802bd0b53fe0509e06e,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,32,2cdc667fc19ee05ae22542f9545ef3ab7222df552eff7d463d6e8d9d787a300a,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200]",11,0.05069124423963134,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_002_success.mp4,29.630319841206074
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,3,3878116074,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,300833ae88474bae592301ec73c1b81588edf57b3ba4aa6a22905daf58bdfb71,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,33,59ea4b5d4411669f35f88220d1175a375e6065f91a12287ab0874ef17a67232c,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_003_failure.mp4,69.99277605954558
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.25,462,472,4,1409961487,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,f92402eb9ce4067a86ea1668b34c01b210297b464bc4cfccb9488c84983dfbe6,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,34,7b7605c5e6cfc0229a322f8bed8d929afe1264bf3c2a8068110e2140b31aa380,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460]",24,0.05194805194805195,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_004_success.mp4,61.46983611956239
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.19047619047619,403,413,5,1963075800,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,f62b8ba4b7b998df12838cb1b0b26ef717440fae5209e5cf87b5b4957f1edd6c,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,35,b506e501b8268f2a03f285cdb565e19d0df0e4a00f8d129384a424d29ca8e1c6,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400]",21,0.052109181141439205,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_005_success.mp4,55.606254073791206
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.9,189,199,6,576391421,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,baef25870b30dcfa4f63ffa0ce7c563843e95a8abaf8f0f638f52fd1962c1ebc,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,36,9739b063e195361683ca42327b494b103440dee28762444d9a725f470cb49033,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]",10,0.05291005291005291,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_006_success.mp4,26.47155709285289
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.7,187,197,7,3403425642,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,8747ff86d8c704013184c05733a63c21c658f25185aed65f33ed92a3be2ba1b0,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,37,789ef0f2ca4bcea4a64de30097e2e154810831b30e54aa9b5abf57240e934bb6,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]",10,0.053475935828877004,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_007_success.mp4,26.21641161479056
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,180,190,8,2060427726,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,3cebadd9f82406f5719df6bb96ab2c656286caa9dd212014baf676dbaf1cab8e,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,448d2dfcd3d2b22ea0e6f506f9407cf93f75ba5ce99a73d75357f90e03b10171,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160]",9,0.05,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_008_success.mp4,25.62348727416247
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.466666666666665,292,302,9,1684826446,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,8da72dacb0c36bf41e561fe76ff1702e9506029ccede340692521b395d199b47,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,a9f86490e101eba1689934409c4f2a5b85ffe25d00ed62b9d4aa76e34e17cfd1,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280]",15,0.05136986301369863,50,20,27,10,True,pick up the book and place it in the back compartment of the caddy,5,libero_10,videos/smoke/libero_10/seed_27/H_20/task_05_episode_009_success.mp4,39.24257700238377
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.733333333333334,281,291,0,3839122907,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,8a86d84db2ce3437d8ad6f7a8a3fcb1202b6a01c556d5381654dc25d53fe9a40,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,30,50367b388f1fc6cdcdf89a01cb826e389d78289712a594a1242df4d673ecf9ff,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280]",15,0.05338078291814947,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_000_success.mp4,33.93890629988164
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.53846153846154,254,264,1,4277056764,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,77e2ed8a42c4a5ccfc8c55d756fdbaa635fe80016b122136992de52c1aaa0565,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,31,1f2d85a9be6763be044ba75e7db58bf582e5679a4eb4df4fb57ecb1948cd379f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.051181102362204724,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_001_success.mp4,30.5678827771917
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,2,3201209370,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,ae86493b90bb8d08f55e75da7004c472cf1b220d318753fd39ec83500a35ec21,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,32,0b343a4214cd6a6e78bef19b4c2724c22ff9ccb7d61c9592de6b3185ba2bfe45,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_002_failure.mp4,62.669103316031396
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.384615384615383,252,262,3,164437048,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,521eee1616b7c788d739a8ba93516f39b3fdb40bc7362c2a61d1b97c3c4416a2,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,33,9a6c43322351f119c3431c4b26ad2700b7ac0b0135d1cfea5e8334cad9684769,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.051587301587301584,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_003_success.mp4,30.667745165526867
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.916666666666668,227,237,4,1071323912,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,247ab506b90abebfc50c43f245019fbe698d7e180d5b5c675814450339e128c9,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,34,4398df75635f9ebd80c3a983da8dd1deece20fedb09a378f843abc93654e60b2,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220]",12,0.05286343612334802,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_004_success.mp4,28.09505677316338
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.692307692307693,243,253,5,3524309388,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,a3c53cb63a85c7893392ecb8c8cc5a0b6bf3843128cd1e2ab46898a3dee14747,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,35,bb65a20d296b97d30d4a9a01e5999c31092c0d8d7cd3b903ac3723dc9fc14c66,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.053497942386831275,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_005_success.mp4,29.87015693075955
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,6,2119059274,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,b9cd574ee5730753b1b1095b831990418a9e44b5a8c9f0a231fcbb34d1882115,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,36,8a0b38f735945c6e34f9934a36c1df97e6c033360e997496386bb9eb6675a2f3,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_006_failure.mp4,61.86749190185219
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.44,486,496,7,1539832123,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,6078e9c21d4114e25347e97215a501c622091229442072b9c45f114b6db17663,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,37,1a1e6b6093094b10f5dd7da0659f59f808b3bb64fffebc34425a66e3064f25c7,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480]",25,0.051440329218107,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_007_success.mp4,56.93201716989279
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,8,3908141162,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,d753945c5b3b9e9cc50a766f9e9980ef797219f4d6d39504f18116ac5942ce81,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,d12009560dd7ee90ca6f30f6004671c74c7fd99d329dca6cc9550b043adedf0a,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_008_failure.mp4,62.09525317978114
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.823529411764707,337,347,9,3377677276,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,42ef82fb4e9616762d51293b9fe03bba9d9ef80eb9a790124e473a5d31ed41c7,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,4aee3d7a3bd03986e9b730b8b7de7336b41cf65930bf1ca4167367930f8f49a5,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320]",17,0.050445103857566766,50,20,27,10,True,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,libero_10,videos/smoke/libero_10/seed_27/H_20/task_06_episode_009_success.mp4,39.8249696996063
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.928571428571427,279,289,0,1717405406,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,111cb6cc1a31eb82f406945f7bd19e5827c6339dfc976c7b3bc3021e3348f869,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,30,fe1433d2e44147ed0c4c352f5755ef8fba3a4e398697ad71a1a2d8f35703979e,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.05017921146953405,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_000_success.mp4,44.76690789870918
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,1,2666542047,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,cd6bd0e6e3316aa65d6190d6ab2034a4fa016c4ef44317dcb352417c515035ee,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,31,6be74bc1591d7fdc6e5cbfe61bfc3bc22f79191834d5fc7bd9920cc04feea03f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_001_failure.mp4,77.87663452886045
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.4375,311,321,2,3488237985,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,47306316b421994b79662534f610dc8b4be7a61efef63445399dc3e7c363723f,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,32,1683c68ac1977394b13f99d1f535d5fd131baad833d9181458e94435cd22af49,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300]",16,0.05144694533762058,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_002_success.mp4,49.74435550160706
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,3,2773639161,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,49c62b6c961de7af426abb2909d7dbea3a3b0903279117713d2f512c6e607de9,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,33,c835680b1e805062a9bb4535470929661da8e03efc771f8430dd87b67adab284,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_003_failure.mp4,80.57212638948113
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.666666666666668,295,305,4,2125483127,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,6369bb790ea9a07c8314b074dbee0d6cd2623b9d91e742950c098b4e23a5e9db,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,34,4eb0b1b6d02f161fc40f5cb41729e26da2f6316cbfb0b47c73b56352cdbc448b,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280]",15,0.05084745762711865,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_004_success.mp4,47.29676178935915
